busco.id	Status	scaffold	start	end	mid	Strand	Score	Length	OrthoDB url	Description
21702at8782	Complete	16	12137347	12143935	12140641	+	631.1	363	https://v10-1.orthodb.org/?query=21702at8782	Major facilitator superfamily
19700at8782	Complete	16	12380041	12385116	12382578.5	-	1012.8	457	https://v10-1.orthodb.org/?query=19700at8782	YTH domain
30834at8782	Complete	16	12393729	12398454	12396091.5	+	466.5	283	https://v10-1.orthodb.org/?query=30834at8782	baculoviral IAP repeat-containing protein 7
23231at8782	Complete	16	12451146	12464125	12457635.5	+	712.2	353	https://v10-1.orthodb.org/?query=23231at8782	Arf GTPase activating protein
3604at8782	Complete	16	12496504	12539424	12517964	+	1955.9	1142	https://v10-1.orthodb.org/?query=3604at8782	collagen alpha-1(XX) chain
7827at8782	Complete	16	12604947	12662467	12633707	-	1308.3	662	https://v10-1.orthodb.org/?query=7827at8782	potassium voltage-gated channel subfamily KQT member 2
52081at8782	Complete	16	12690006	12691071	12690538.5	+	140.7	74	https://v10-1.orthodb.org/?query=52081at8782	Pancreatic progenitor cell differentiation and proliferation factor
17927at8782	Complete	16	12693648	12699106	12696377	-	724.2	396	https://v10-1.orthodb.org/?query=17927at8782	Protein kinase domain
5791at8782	Complete	16	12769439	12799860	12784649.5	-	1760.8	964	https://v10-1.orthodb.org/?query=5791at8782	Myelin transcription factor 1
30827at8782	Complete	16	12891216	12892211	12891713.5	+	624	282	https://v10-1.orthodb.org/?query=30827at8782	neuropeptides B/W receptor type 2
27901at8782	Complete	16	12901684	12910251	12905967.5	-	756.4	331	https://v10-1.orthodb.org/?query=27901at8782	"7TM GPCR, serpentine receptor class v (Srv)"
34461at8782	Complete	16	13019651	13022574	13021112.5	+	534.2	250	https://v10-1.orthodb.org/?query=34461at8782	"Sox 7/17/18, central domain"
7242at8782	Complete	16	13048729	13070298	13059513.5	-	1589.6	717	https://v10-1.orthodb.org/?query=7242at8782	pre-mRNA-processing factor 6
12322at8782	Complete	16	13098346	13121826	13110086	+	1122.2	616	https://v10-1.orthodb.org/?query=12322at8782	Zinc finger C2H2-type
41581at8782	Complete	16	13191914	13204796	13198355	-	290.1	186	https://v10-1.orthodb.org/?query=41581at8782	Tumour protein D52
15026at8782	Complete	16	13237388	13273757	13255572.5	+	936	452	https://v10-1.orthodb.org/?query=15026at8782	zinc finger and BTB domain-containing protein 46
21030at8782	Complete	16	13297940	13302967	13300453.5	-	935.2	487	https://v10-1.orthodb.org/?query=21030at8782	G-patch domain
39889at8782	Complete	16	13304177	13312870	13308523.5	+	404.1	193	https://v10-1.orthodb.org/?query=39889at8782	"Small GTPase superfamily, ARF/SAR type"
34548at8782	Complete	16	13325400	13354649	13340024.5	-	443.5	246	https://v10-1.orthodb.org/?query=34548at8782	tumor necrosis factor receptor superfamily member 6B
3365at8782	Complete	16	13336075	13376448	13356261.5	-	1979.3	1068	https://v10-1.orthodb.org/?query=3365at8782	"ATP-dependent helicase, C-terminal"
21029at8782	Complete	16	13401577	13416302	13408939.5	+	788.2	420	https://v10-1.orthodb.org/?query=21029at8782	glucocorticoid modulatory element-binding protein 2
606at8782	Complete	16	13427856	13445400	13436628	+	4217.9	2231	https://v10-1.orthodb.org/?query=606at8782	"DNA2/NAM7 helicase, AAA domain"
31321at8782	Complete	16	13448836	13449762	13449299	-	280	243	https://v10-1.orthodb.org/?query=31321at8782	Fibronectin type III domain-containing protein 11
29236at8782	Complete	16	13464502	13465212	13464857	-	559.2	236	https://v10-1.orthodb.org/?query=29236at8782	Protein kinase domain
30122at8782	Complete	16	13501089	13508145	13504617	+	545.1	301	https://v10-1.orthodb.org/?query=30122at8782	UBX domain
20004at8782	Complete	16	13550414	13560481	13555447.5	-	756.4	482	https://v10-1.orthodb.org/?query=20004at8782	"Rad21/Rec8-like protein, C-terminal, eukaryotic"
35880at8782	Complete	16	13567990	13571953	13569971.5	-	266.5	190	https://v10-1.orthodb.org/?query=35880at8782	"PI31 proteasome regulator, C-terminal"
29343at8782	Complete	16	13610053	13612370	13611211.5	+	697	385	https://v10-1.orthodb.org/?query=29343at8782	"Solute carrier family 52, riboflavin transporter"
29612at8782	Complete	16	13659134	13664556	13661845	+	506.7	274	https://v10-1.orthodb.org/?query=29612at8782	Rab-GTPase-TBC domain
28628at8782	Complete	16	13678647	13692559	13685603	+	427.3	218	https://v10-1.orthodb.org/?query=28628at8782	"Peptidase A22B, signal peptide peptidase"
13786at8782	Complete	16	13729947	13737674	13733810.5	+	1174.8	662	https://v10-1.orthodb.org/?query=13786at8782	TPX2 central domain
13656at8782	Complete	16	13802232	13817103	13809667.5	+	1056.5	520	https://v10-1.orthodb.org/?query=13656at8782	Nonaspanin (TM9SF)
22335at8782	Complete	16	13823016	13825396	13824206	-	947	464	https://v10-1.orthodb.org/?query=22335at8782	Zinc finger C2H2-type
26813at8782	Complete	16	13830074	13834701	13832387.5	+	477	227	https://v10-1.orthodb.org/?query=26813at8782	GDP-fucose protein O-fucosyltransferase
15552at8782	Complete	16	13840684	13845576	13843130	+	1406	650	https://v10-1.orthodb.org/?query=15552at8782	Kinesin motor domain
3750at8782	Complete	16	13854124	13865311	13859717.5	+	2028	1204	https://v10-1.orthodb.org/?query=3750at8782	"HB1/Asxl, restriction endonuclease HTH domain"
43045at8782	Complete	16	13936837	13940879	13938858	-	204.4	145	https://v10-1.orthodb.org/?query=43045at8782	COMM domain
38074at8782	Complete	16	13963924	13969895	13966909.5	+	346.8	179	https://v10-1.orthodb.org/?query=38074at8782	Microtubule-associated protein RP/EB family member 1
28165at8782	Complete	16	14022108	14026709	14024408.5	-	413.9	387	https://v10-1.orthodb.org/?query=28165at8782	BPI fold-containing family B member 2
18101at8782	Complete	16	14064386	14076318	14070352	-	701.7	367	https://v10-1.orthodb.org/?query=18101at8782	CDK5 regulatory subunit-associated protein 1
33898at8782	Complete	16	14107301	14127371	14117336	-	379	204	https://v10-1.orthodb.org/?query=33898at8782	regulation of nuclear pre-mRNA domain-containing protein 1B
5630at8782	Complete	16	14129650	14147460	14138555	+	1430.7	761	https://v10-1.orthodb.org/?query=5630at8782	TELO2-interacting protein 1 homolog
16886at8782	Complete	16	14162192	14199601	14180896.5	-	885.7	431	https://v10-1.orthodb.org/?query=16886at8782	beta-catenin-like protein 1
10799at8782	Complete	16	14266088	14273609	14269848.5	+	1170	561	https://v10-1.orthodb.org/?query=10799at8782	phosphorylated CTD-interacting factor 1
3809at8782	Complete	16	14282299	14290480	14286389.5	-	1883.4	1035	https://v10-1.orthodb.org/?query=3809at8782	Zinc finger C2H2-type
25780at8782	Complete	16	14333713	14349044	14341378.5	-	841.3	588	https://v10-1.orthodb.org/?query=25780at8782	RNA recognition motif domain
36345at8782	Complete	16	14353686	14356136	14354911	+	223.5	147	https://v10-1.orthodb.org/?query=36345at8782	TNFR/NGFR cysteine-rich region
46688at8782	Complete	16	14461152	14463511	14462331.5	-	495	246	https://v10-1.orthodb.org/?query=46688at8782	Sugar phosphate transporter domain
54345at8782	Complete	16	14488258	14490599	14489428.5	+	219.1	137	https://v10-1.orthodb.org/?query=54345at8782	small nuclear ribonucleoprotein-associated proteins B and B'
15589at8782	Complete	16	14492084	14498317	14495200.5	-	1138.2	548	https://v10-1.orthodb.org/?query=15589at8782	"Helicase/UvrB, N-terminal"
1222at8782	Complete	16	14499056	14510657	14504856.5	+	3318.9	1702	https://v10-1.orthodb.org/?query=1222at8782	"DNA2/NAM7 helicase, AAA domain"
11372at8782	Complete	16	14518352	14543540	14530946	-	1117	714	https://v10-1.orthodb.org/?query=11372at8782	"Transglutaminase, C-terminal"
12374at8782	Complete	16	14547536	14573235	14560385.5	-	1915.4	1194	https://v10-1.orthodb.org/?query=12374at8782	"Transglutaminase, C-terminal"
8703at8782	Complete	17	26712	48963	37837.5	+	1340.4	682	https://v10-1.orthodb.org/?query=8703at8782	sushi domain-containing protein 2
20856at8782	Complete	17	58780	73073	65926.5	+	730.8	367	https://v10-1.orthodb.org/?query=20856at8782	Kringle
8224at8782	Complete	17	83708	151730	117719	-	1428.8	681	https://v10-1.orthodb.org/?query=8224at8782	"Zinc finger, RING-type"
38084at8782	Complete	17	180097	183195	181646	-	381.3	179	https://v10-1.orthodb.org/?query=38084at8782	Coiled-coil domain-containing protein 117
19109at8782	Complete	17	184648	196525	190586.5	+	826	418	https://v10-1.orthodb.org/?query=19109at8782	"Major facilitator,  sugar transporter-like"
19586at8782	Complete	17	202051	217462	209756.5	+	751.9	378	https://v10-1.orthodb.org/?query=19586at8782	Protein kinase domain
674at8782	Complete	17	230787	371289	301038	+	3741.2	1861	https://v10-1.orthodb.org/?query=674at8782	Tetratricopeptide repeat
26794at8782	Complete	17	753786	757090	755438	+	698.3	321	https://v10-1.orthodb.org/?query=26794at8782	Sulfotransferase domain
7686at8782	Complete	17	759628	766958	763293	+	1435.5	660	https://v10-1.orthodb.org/?query=7686at8782	tuftelin-interacting protein 11
43721at8782	Complete	17	767756	768965	768360.5	-	196.1	107	https://v10-1.orthodb.org/?query=43721at8782	SRR1-like protein
14594at8782	Complete	17	770250	782799	776524.5	+	937.5	605	https://v10-1.orthodb.org/?query=14594at8782	Hermansky-Pudlak syndrome 4 protein
26240at8782	Complete	17	784085	789998	787041.5	-	606.2	266	https://v10-1.orthodb.org/?query=26240at8782	aspartate beta-hydroxylase domain-containing protein 2
1604at8782	Complete	17	983321	1023819	1003570	-	2505.9	1671	https://v10-1.orthodb.org/?query=1604at8782	"Tankyrase 1-binding protein, C-terminal"
16557at8782	Complete	17	1093571	1103617	1098594	-	1017.8	492	https://v10-1.orthodb.org/?query=16557at8782	Ankyrin repeat
45358at8782	Complete	17	1133355	1136933	1135144	-	431.9	297	https://v10-1.orthodb.org/?query=45358at8782	trichoplein keratin filament-binding protein
43555at8782	Complete	17	1138736	1142094	1140415	+	354.6	173	https://v10-1.orthodb.org/?query=43555at8782	glycolipid transfer protein
8247at8782	Complete	17	1144031	1148669	1146350	+	351.4	191	https://v10-1.orthodb.org/?query=8247at8782	Transient receptor potential cation channel subfamily V member 4
28198at8782	Complete	17	1194043	1203567	1198805	-	507	289	https://v10-1.orthodb.org/?query=28198at8782	"GHMP kinase, C-terminal domain"
44124at8782	Complete	17	1205089	1208589	1206839	+	185.5	111	https://v10-1.orthodb.org/?query=44124at8782	Cobalamin adenosyltransferase-like
4817at8782	Complete	17	1213623	1233183	1223403	-	1872.6	914	https://v10-1.orthodb.org/?query=4817at8782	Ubiquitin-protein ligase E3B
35575at8782	Complete	17	1235391	1242500	1238945.5	+	645.1	287	https://v10-1.orthodb.org/?query=35575at8782	Potassium channel tetramerisation-type BTB domain
19334at8782	Complete	17	1289994	1303265	1296629.5	+	765	421	https://v10-1.orthodb.org/?query=19334at8782	forkhead box protein N4
35923at8782	Fragmented	17	1330571	1333316	1331943.5	-	201.7	114	https://v10-1.orthodb.org/?query=35923at8782	uracil-DNA glycosylase
44188at8782	Complete	17	1334350	1335495	1334922.5	+	289.3	142	https://v10-1.orthodb.org/?query=44188at8782	alpha-ketoglutarate-dependent dioxygenase alkB homolog 2
20202at8782	Complete	17	1338524	1347395	1342959.5	-	734	352	https://v10-1.orthodb.org/?query=20202at8782	ubiquitin carboxyl-terminal hydrolase 30
17939at8782	Complete	17	1349487	1367445	1358466	+	849.4	457	https://v10-1.orthodb.org/?query=17939at8782	"Major facilitator,  sugar transporter-like"
27005at8782	Complete	17	1372085	1374831	1373458	-	299.9	179	https://v10-1.orthodb.org/?query=27005at8782	D-amino-acid oxidase
5948at8782	Complete	17	1386518	1402099	1394308.5	+	1684.9	869	https://v10-1.orthodb.org/?query=5948at8782	"Dual specificity phosphatase, catalytic domain"
48542at8782	Complete	17	1459454	1461135	1460294.5	-	205.2	105	https://v10-1.orthodb.org/?query=48542at8782	"iron-sulfur cluster assembly enzyme ISCU, mitochondrial"
8689at8782	Complete	17	1462013	1475336	1468674.5	+	1455.2	740	https://v10-1.orthodb.org/?query=8689at8782	RNA recognition motif domain
23941at8782	Complete	17	1478550	1480604	1479577	-	792	372	https://v10-1.orthodb.org/?query=23941at8782	Fido domain
28804at8782	Complete	17	1499643	1500725	1500184	+	587.5	294	https://v10-1.orthodb.org/?query=28804at8782	chemokine-like receptor 1
14351at8782	Complete	17	1561045	1582166	1571605.5	-	1272	556	https://v10-1.orthodb.org/?query=14351at8782	tyrosine-protein phosphatase non-receptor type 11
40077at8782	Complete	17	1584212	1587265	1585738.5	+	498.2	244	https://v10-1.orthodb.org/?query=40077at8782	60S ribosomal protein L6
137at8782	Complete	17	1609684	1662884	1636284	+	8378.2	3828	https://v10-1.orthodb.org/?query=137at8782	HECT domain
34191at8782	Complete	17	1668009	1674291	1671150	-	518.9	435	https://v10-1.orthodb.org/?query=34191at8782	TRAF-type zinc finger domain-containing protein 1
6714at8782	Complete	17	1682504	1706429	1694466.5	+	1637.2	825	https://v10-1.orthodb.org/?query=6714at8782	"N-alpha-acetyltransferase 25, NatB auxiliary subunit"
42457at8782	Complete	17	1710435	1712160	1711297.5	+	437.3	210	https://v10-1.orthodb.org/?query=42457at8782	endoplasmic reticulum resident protein 29
29791at8782	Complete	17	1714897	1725682	1720289.5	+	559.9	285	https://v10-1.orthodb.org/?query=29791at8782	transmembrane protein 116
18995at8782	Complete	17	1729925	1751342	1740633.5	-	911	375	https://v10-1.orthodb.org/?query=18995at8782	"Serine-threonine/tyrosine-protein kinase, catalytic domain"
18828at8782	Complete	17	1755682	1763798	1759740	-	838.1	387	https://v10-1.orthodb.org/?query=18828at8782	Aldehyde dehydrogenase domain
16450at8782	Complete	17	1778195	1790043	1784119	+	1052.4	468	https://v10-1.orthodb.org/?query=16450at8782	"Zinc finger, RING-type"
9135at8782	Complete	17	1806896	1850115	1828505.5	+	1561.4	872	https://v10-1.orthodb.org/?query=9135at8782	"Ataxin-2, C-terminal"
40691at8782	Complete	17	1962132	1964929	1963530.5	+	368.2	211	https://v10-1.orthodb.org/?query=40691at8782	Voltage-gated hydrogen channel 1
19152at8782	Complete	17	1966487	1976720	1971603.5	-	888.8	476	https://v10-1.orthodb.org/?query=19152at8782	tectonic-1
37615at8782	Complete	17	1983200	2001539	1992369.5	+	361.6	183	https://v10-1.orthodb.org/?query=37615at8782	protein phosphatase PTC7 homolog
27635at8782	Complete	17	2006024	2014285	2010154.5	-	526.3	308	https://v10-1.orthodb.org/?query=27635at8782	Rad9/Ddc1
753at8782	Complete	17	2019790	2052487	2036138.5	-	3527.7	1942	https://v10-1.orthodb.org/?query=753at8782	kinetochore-associated protein 1
46148at8782	Complete	17	2053018	2065419	2059218.5	+	590.9	351	https://v10-1.orthodb.org/?query=46148at8782	arginine/serine-rich coiled-coil protein 2
16916at8782	Complete	17	2066890	2078105	2072497.5	+	761.9	540	https://v10-1.orthodb.org/?query=16916at8782	"Zinc finger, CCHC-type"
4311at8782	Complete	17	2094177	2148467	2121322	+	2939	2114	https://v10-1.orthodb.org/?query=4311at8782	CAP Gly-rich domain
17834at8782	Complete	17	2149188	2156394	2152791	+	1154.4	496	https://v10-1.orthodb.org/?query=17834at8782	Sec1-like protein
44216at8782	Complete	17	2162276	2167438	2164857	+	318.4	170	https://v10-1.orthodb.org/?query=44216at8782	"diablo homolog, mitochondrial"
26136at8782	Complete	17	2170980	2174925	2172952.5	-	583.9	284	https://v10-1.orthodb.org/?query=26136at8782	Fringe-like
45833at8782	Complete	17	2235562	2243635	2239598.5	-	246.1	137	https://v10-1.orthodb.org/?query=45833at8782	BCL7
6113at8782	Complete	17	2253432	2265362	2259397	-	1032.6	642	https://v10-1.orthodb.org/?query=6113at8782	WD40 repeat
45021at8782	Complete	17	2270325	2272088	2271206.5	-	130.2	126	https://v10-1.orthodb.org/?query=45021at8782	PDZ domain
25838at8782	Complete	17	2274010	2276921	2275465.5	+	624.1	324	https://v10-1.orthodb.org/?query=25838at8782	Glyoxalase/fosfomycin resistance/dioxygenase domain
2027at8782	Complete	17	2283166	2322446	2302806	-	3005.7	1526	https://v10-1.orthodb.org/?query=2027at8782	SET domain
45461at8782	Complete	17	2336567	2345323	2340945	+	267.5	138	https://v10-1.orthodb.org/?query=45461at8782	Small GTPase
36317at8782	Complete	17	2365963	2373053	2369508	+	343	223	https://v10-1.orthodb.org/?query=36317at8782	MORN repeat-containing protein 3
44411at8782	Complete	17	2376661	2386153	2381407	-	324.5	149	https://v10-1.orthodb.org/?query=44411at8782	Calcium release-activated calcium channel protein
35243at8782	Complete	17	2493449	2497817	2495633	-	558.3	285	https://v10-1.orthodb.org/?query=35243at8782	E3 ubiquitin-protein ligase RNF34
10739at8782	Complete	17	2505677	2518893	2512285	+	1238.4	584	https://v10-1.orthodb.org/?query=10739at8782	anaphase-promoting complex subunit 5
31772at8782	Complete	17	2534874	2541741	2538307.5	-	601.6	309	https://v10-1.orthodb.org/?query=31772at8782	P2X purinoceptor 4
14690at8782	Complete	17	2565696	2616834	2591265	+	1103.4	585	https://v10-1.orthodb.org/?query=14690at8782	Intraflagellar transport protein 81
17223at8782	Complete	17	2688070	2694898	2691484	-	1009.1	460	https://v10-1.orthodb.org/?query=17223at8782	anaphase-promoting complex subunit 7
44813at8782	Complete	17	2702783	2706689	2704736	-	290	149	https://v10-1.orthodb.org/?query=44813at8782	Actin-related protein 2/3 complex subunit 3
38638at8782	Complete	17	2708231	2711444	2709837.5	-	509.1	228	https://v10-1.orthodb.org/?query=38638at8782	GPN-loop GTPase
47109at8782	Complete	17	2712284	2717398	2714841	+	320.4	152	https://v10-1.orthodb.org/?query=47109at8782	SUI1 domain
20749at8782	Complete	17	2780104	2789757	2784930.5	+	741.2	391	https://v10-1.orthodb.org/?query=20749at8782	"Peptidase M10, metallopeptidase"
28351at8782	Complete	17	2792136	2800792	2796464	+	572.3	295	https://v10-1.orthodb.org/?query=28351at8782	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1
23551at8782	Complete	17	2817108	2836843	2826975.5	+	1250.3	902	https://v10-1.orthodb.org/?query=23551at8782	"Major facilitator,  sugar transporter-like"
20301at8782	Complete	17	2856121	2876815	2866468	+	1266.6	817	https://v10-1.orthodb.org/?query=20301at8782	"Major facilitator,  sugar transporter-like"
17734at8782	Complete	17	2889084	2897020	2893052	+	1026.2	481	https://v10-1.orthodb.org/?query=17734at8782	"Helicase/UvrB, N-terminal"
42663at8782	Complete	17	2898797	2903028	2900912.5	+	329.1	184	https://v10-1.orthodb.org/?query=42663at8782	"Glutathione S-transferase, N-terminal"
41736at8782	Complete	17	2904938	2912594	2908766	+	437.2	204	https://v10-1.orthodb.org/?query=41736at8782	"Glutathione S-transferase, C-terminal"
938at8782	Complete	17	2923146	3017285	2970215.5	+	3602.7	1844	https://v10-1.orthodb.org/?query=938at8782	calcineurin-binding protein cabin-1
21833at8782	Complete	17	3042411	3047963	3045187	+	774.7	389	https://v10-1.orthodb.org/?query=21833at8782	"Transcription factor, T-box"
34362at8782	Complete	17	3057020	3069502	3063261	-	434.6	217	https://v10-1.orthodb.org/?query=34362at8782	crk-like protein
11684at8782	Complete	17	3075791	3083237	3079514	-	1116.8	576	https://v10-1.orthodb.org/?query=11684at8782	Kelch repeat type 1
25558at8782	Complete	17	3091447	3115667	3103557	+	1065.2	620	https://v10-1.orthodb.org/?query=25558at8782	Mediator of RNA polymerase II transcription subunit 15
8437at8782	Complete	17	3124256	3138897	3131576.5	-	1381.9	697	https://v10-1.orthodb.org/?query=8437at8782	Sphingomyelin phosphodiesterase 4
17416at8782	Complete	17	3160606	3173959	3167282.5	+	823.8	480	https://v10-1.orthodb.org/?query=17416at8782	gamma-glutamyltransferase 5
17981at8782	Complete	17	3178902	3188705	3183803.5	-	930.2	494	https://v10-1.orthodb.org/?query=17981at8782	gamma-glutamyltranspeptidase 1
31687at8782	Complete	17	3205931	3217525	3211728	+	404.5	195	https://v10-1.orthodb.org/?query=31687at8782	leucine-rich repeat-containing protein 75B
50771at8782	Fragmented	17	3231877	3233299	3232588	-	144.5	63	https://v10-1.orthodb.org/?query=50771at8782	Small nuclear ribonucleoprotein Sm D3
38846at8782	Complete	17	3235273	3240039	3237656	+	486.8	219	https://v10-1.orthodb.org/?query=38846at8782	Protein GUCD1
22007at8782	Complete	17	3249225	3261745	3255485	-	886.6	420	https://v10-1.orthodb.org/?query=22007at8782	CD36 family
5911at8782	Complete	17	3273350	3289602	3281476	-	1789.9	954	https://v10-1.orthodb.org/?query=5911at8782	DEAD/DEAH box helicase domain
44782at8782	Complete	17	3295189	3297152	3296170.5	-	360.4	156	https://v10-1.orthodb.org/?query=44782at8782	BRI3-binding protein
11314at8782	Complete	17	3302089	3340336	3321212.5	+	1070.1	506	https://v10-1.orthodb.org/?query=11314at8782	acetoacetyl-CoA synthetase
19368at8782	Complete	17	4057535	4079227	4068381	-	832	403	https://v10-1.orthodb.org/?query=19368at8782	solute carrier family 15 member 4
32336at8782	Complete	17	4080365	4130606	4105485.5	+	428.9	250	https://v10-1.orthodb.org/?query=32336at8782	glycosyltransferase 1 domain-containing protein 1
14093at8782	Complete	17	4442007	4443755	4442881	+	1259.9	526	https://v10-1.orthodb.org/?query=14093at8782	frizzled-10
7152at8782	Complete	17	4515177	4528119	4521648	+	1417.7	712	https://v10-1.orthodb.org/?query=7152at8782	Piwi domain
2427at8782	Complete	17	4531376	4645711	4588543.5	-	2160.4	1123	https://v10-1.orthodb.org/?query=2427at8782	RIMS-binding protein 2
42468at8782	Complete	17	4652567	4660541	4656554	-	319.9	202	https://v10-1.orthodb.org/?query=42468at8782	Target SNARE coiled-coil homology domain
40135at8782	Complete	17	4669762	4672211	4670986.5	+	431.6	189	https://v10-1.orthodb.org/?query=40135at8782	Small GTPase
7155at8782	Complete	17	4682663	4808334	4745498.5	+	1164.1	708	https://v10-1.orthodb.org/?query=7155at8782	"GPCR, family 2, secretin-like"
15399at8782	Complete	17	5021021	5062402	5041711.5	+	1432.3	821	https://v10-1.orthodb.org/?query=15399at8782	SWAP/Surp
14864at8782	Complete	17	5139336	5157805	5148570.5	+	967.4	451	https://v10-1.orthodb.org/?query=14864at8782	"Peptidase M10, metallopeptidase"
7189at8782	Complete	17	5176956	5249033	5212994.5	+	1598.9	830	https://v10-1.orthodb.org/?query=7189at8782	"Serine/threonine-protein kinase, C-terminal"
25690at8782	Complete	17	5256188	5260997	5258592.5	+	726.5	325	https://v10-1.orthodb.org/?query=25690at8782	"Pseudouridine synthase I, TruA, alpha/beta domain"
671at8782	Complete	17	5269763	5310881	5290322	+	5151.6	2666	https://v10-1.orthodb.org/?query=671at8782	E1A-binding protein p400
19389at8782	Complete	17	5319331	5326369	5322850	+	619	347	https://v10-1.orthodb.org/?query=19389at8782	nucleolar complex protein 4 homolog
12372at8782	Complete	17	6485989	6510813	6498401	+	977.1	474	https://v10-1.orthodb.org/?query=12372at8782	"Zinc finger, RING-type"
3579at8782	Complete	17	6562686	6579470	6571078	+	2422.5	1262	https://v10-1.orthodb.org/?query=3579at8782	LOW QUALITY PROTEIN: golgin subfamily A member 3-like
6684at8782	Complete	17	6588577	6599053	6593815	+	1349.3	783	https://v10-1.orthodb.org/?query=6684at8782	LEM domain
9965at8782	Complete	17	6624489	6719203	6671846	-	1379.7	643	https://v10-1.orthodb.org/?query=9965at8782	"Palmitoyltransferase, DHHC domain"
46206at8782	Complete	17	6726491	6735110	6730800.5	-	352.3	166	https://v10-1.orthodb.org/?query=46206at8782	Ran binding domain
13942at8782	Complete	17	6735569	6742396	6738982.5	+	1135.8	533	https://v10-1.orthodb.org/?query=13942at8782	Methyltransferase domain
10164at8782	Complete	17	6747631	6757537	6752584	-	1333.9	647	https://v10-1.orthodb.org/?query=10164at8782	microprocessor complex subunit DGCR8
34588at8782	Complete	17	6774400	6788891	6781645.5	-	464.2	237	https://v10-1.orthodb.org/?query=34588at8782	transport and Golgi organization protein 2 homolog
37912at8782	Complete	17	7051001	7057273	7054137	-	429.5	214	https://v10-1.orthodb.org/?query=37912at8782	Class I-like SAM-dependent O-methyltransferase
17646at8782	Complete	17	7072620	7099628	7086124	+	773.9	412	https://v10-1.orthodb.org/?query=17646at8782	"Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain"
27394at8782	Complete	17	7136506	7162891	7149698.5	+	554.9	280	https://v10-1.orthodb.org/?query=27394at8782	Guanine nucleotide-binding protein subunit beta-like 1
46351at8782	Complete	17	7310441	7311049	7310745	-	361.4	179	https://v10-1.orthodb.org/?query=46351at8782	platelet glycoprotein Ib beta chain
18584at8782	Complete	17	7416539	7426962	7421750.5	-	922.6	480	https://v10-1.orthodb.org/?query=18584at8782	cell division control protein 45 homolog
32434at8782	Complete	17	7428044	7434615	7431329.5	+	534.8	244	https://v10-1.orthodb.org/?query=32434at8782	ubiquitin fusion degradation protein 1 homolog
47266at8782	Complete	17	7437546	7440697	7439121.5	-	305.6	155	https://v10-1.orthodb.org/?query=47266at8782	"Ribosomal protein L28/L40, mitochondrial"
6066at8782	Complete	17	7448067	7471248	7459657.5	+	1749.6	884	https://v10-1.orthodb.org/?query=6066at8782	protein HIRA
19725at8782	Complete	17	7473746	7545355	7509550.5	+	804.3	427	https://v10-1.orthodb.org/?query=19725at8782	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
49426at8782	Complete	17	7563423	7576644	7570033.5	-	169.4	71	https://v10-1.orthodb.org/?query=49426at8782	Yippee/Mis18/Cereblon
31477at8782	Complete	17	7603314	7631777	7617545.5	-	700.2	304	https://v10-1.orthodb.org/?query=31477at8782	Protein kinase domain
26930at8782	Complete	17	7657018	7665766	7661392	-	623.6	292	https://v10-1.orthodb.org/?query=26930at8782	protein phosphatase 1F
7026at8782	Complete	17	7674571	7757274	7715922.5	-	1716.5	793	https://v10-1.orthodb.org/?query=7026at8782	DNA topoisomerase
44569at8782	Complete	17	7754915	7757274	7756094.5	-	356.8	185	https://v10-1.orthodb.org/?query=44569at8782	stromal cell-derived factor 2-like protein 1
33065at8782	Complete	17	7761943	7773943	7767943	+	436	213	https://v10-1.orthodb.org/?query=33065at8782	Carbohydrate deacetylase YdjC-like
48903at8782	Complete	17	7778940	7785217	7782078.5	-	237.2	112	https://v10-1.orthodb.org/?query=48903at8782	ubiquitin-conjugating enzyme E2 L3
17155at8782	Complete	17	7904268	7905977	7905122.5	+	1089.8	506	https://v10-1.orthodb.org/?query=17155at8782	BTB/POZ domain
910at8782	Complete	17	8007756	8056246	8032001	-	3887.6	1841	https://v10-1.orthodb.org/?query=910at8782	"Phosphatidylinositol 3-/4-kinase, catalytic domain"
19908at8782	Complete	17	8034111	8040116	8037113.5	+	901.9	424	https://v10-1.orthodb.org/?query=19908at8782	Serpin domain
44835at8782	Complete	17	8058688	8063657	8061172.5	+	251.6	142	https://v10-1.orthodb.org/?query=44835at8782	synaptosomal-associated protein 29
35173at8782	Complete	17	8125125	8128599	8126862	+	200.3	185	https://v10-1.orthodb.org/?query=35173at8782	Mitochondrial substrate/solute carrier
47610at8782	Complete	17	8149127	8151283	8150205	+	283.7	170	https://v10-1.orthodb.org/?query=47610at8782	Homeobox domain
25260at8782	Complete	17	8152224	8160381	8156302.5	+	726.3	358	https://v10-1.orthodb.org/?query=25260at8782	protein DGCR14
35380at8782	Duplicated	17	8161490	8162455	8161972.5	-	388.8	229	https://v10-1.orthodb.org/?query=35380at8782	Protein kinase domain
35380at8782	Duplicated	17	8167701	8168741	8168221	-	360.6	229	https://v10-1.orthodb.org/?query=35380at8782	Protein kinase domain
17193at8782	Complete	17	8174555	8214809	8194682	+	849.8	416	https://v10-1.orthodb.org/?query=17193at8782	C-type lectin-like
9268at8782	Complete	17	8290129	8298568	8294348.5	-	1129.6	605	https://v10-1.orthodb.org/?query=9268at8782	ATP-binding cassette sub-family B member 9
