scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
1,96900001,97000000,96951145,6426,2694,72.75,16.75,0.6257,0.092,0.0551
1,97000001,97100000,97051065,6363,2651,75.5,39.25,0.3159,0.0644,0.0398
1,97100001,97200000,97148699,5883,2564,51.75,23.5,0.3754,0.0531,0.0318
1,97200001,97300000,97249068,6405,2765,56.75,22,0.4413,0.0611,0.036
1,97300001,97400000,97349654,5552,2381,43.75,11.25,0.5909,0.0731,0.044
1,97400001,97500000,97450446,5836,2487,25.25,11,0.3931,0.0269,0.0175
1,97500001,97600000,97548876,6006,2645,33.125,11.875,0.4722,0.041,0.0258
1,97600001,97700000,97652606,6185,2684,80.375,37.875,0.3594,0.071,0.0411
1,97700001,97800000,97750750,6077,2484,22.25,21,0.0289,0.0026,0.0017
1,97800001,97900000,97847503,5405,2324,95.875,17.125,0.6969,0.1409,0.0865
1,97900001,98000000,97949379,5381,2372,44.75,9.75,0.6422,0.0739,0.0467
1,98000001,98100000,98049717,5659,2384,35.25,25.25,0.1653,0.0184,0.0116
1,98100001,98200000,98154146,5251,2196,31.125,37.875,-0.0978,-0.0132,-0.0084
1,98200001,98300000,98249937,6588,2800,68.5,44.25,0.2151,0.0402,0.025
1,98300001,98400000,98349496,6028,2523,58.75,34.75,0.2567,0.0509,0.0304
1,98400001,98500000,98450303,6271,2534,40.625,28.125,0.1818,0.0225,0.0146
1,98500001,98600000,98550424,7115,2895,59.625,45.125,0.1384,0.021,0.0131
1,98600001,98700000,98650273,7308,3156,44.75,36.75,0.0982,0.0124,0.0076
1,98700001,98800000,98751081,7079,2907,54.75,48,0.0657,0.0109,0.0066
1,98800001,98900000,98848268,7142,2978,79,80,-0.0063,-0.0015,-0.0009
1,98900001,99000000,98948755,6422,2538,82.5,40.25,0.3442,0.0731,0.0474
1,99000001,99100000,99049723,6208,2534,54.75,44.25,0.1061,0.0185,0.0113
1,99100001,99200000,99150036,6069,2489,48.125,24.875,0.3185,0.0449,0.0276
1,99200001,99300000,99252538,6351,2662,80.75,50.5,0.2305,0.0465,0.0285
1,99300001,99400000,99350167,6704,2690,20,12,0.25,0.016,0.0101
1,99400001,99500000,99448950,6174,2438,43.5,16,0.4622,0.0572,0.0359
1,99500001,99600000,99551085,5935,2343,47.875,21.875,0.3728,0.0492,0.0315
1,99600001,99700000,99648424,6377,2625,65,44,0.1927,0.0332,0.0204
1,99700001,99800000,99750910,6450,2749,57.5,46.5,0.1058,0.0214,0.0124
1,99800001,99900000,99849610,6247,2763,104.625,48.875,0.3632,0.0836,0.0511
1,99900001,100000000,99948952,5812,2515,38.75,35.75,0.0403,0.0059,0.0037
1,100000001,100100000,100051269,6242,2541,55.75,33.75,0.2458,0.0359,0.0224
1,100100001,100200000,100150201,6603,2600,66.25,76,-0.0685,-0.0142,-0.0089
1,100200001,100300000,100249725,6828,2716,61.25,55.25,0.0515,0.0087,0.0056
1,100300001,100400000,100350216,5983,2437,60.25,60.75,-0.0041,-0.001,-0.0006
1,100400001,100500000,100450207,7071,2982,60.25,40.75,0.1931,0.0291,0.0196
1,100500001,100600000,100547713,6761,2764,56.5,43.5,0.13,0.0198,0.0125
1,100600001,100700000,100651664,6868,2756,48.25,45.5,0.0293,0.0045,0.0029
1,100700001,100800000,100749533,6707,2642,46.75,67.5,-0.1816,-0.0344,-0.022
1,100800001,100900000,100848070,6233,2536,50.75,22.75,0.381,0.0457,0.0293
1,100900001,101000000,100948298,6542,2521,25,17.5,0.1765,0.012,0.0075
1,101000001,101100000,101050821,6383,2578,59.25,39.25,0.203,0.0353,0.0219
1,101100001,101200000,101148848,6146,2563,51.375,33.875,0.2053,0.0301,0.0192
1,101200001,101300000,101252779,5666,2408,54.25,49.5,0.0458,0.0089,0.0052
1,101300001,101400000,101350068,6082,2528,34.875,30.875,0.0608,0.0072,0.0045
1,101400001,101500000,101450597,5515,2312,13.25,28.75,-0.369,-0.0269,-0.0167
1,101500001,101600000,101548242,5545,2274,45,56.75,-0.1155,-0.0211,-0.0128
1,101600001,101700000,101648618,5989,2327,34.5,38,-0.0483,-0.0058,-0.0039
1,101700001,101800000,101750181,6042,2459,52.125,48.625,0.0347,0.0056,0.0035
1,101800001,101900000,101846316,5622,2358,44.5,30.75,0.1827,0.0255,0.0156
1,101900001,102000000,101948657,6368,2740,56.125,68.375,-0.0984,-0.0208,-0.0121
1,102000001,102100000,102046319,5246,2095,48.125,25.375,0.3095,0.0452,0.0282
1,102100001,102200000,102152791,6388,2665,68,57.5,0.0837,0.0164,0.0104
1,102200001,102300000,102250633,6292,2472,51.375,62.125,-0.0947,-0.0189,-0.0116
1,102300001,102400000,102349521,6495,2583,43,33.75,0.1205,0.0165,0.0104
1,102400001,102500000,102448486,6655,2555,44.25,40.25,0.0473,0.0066,0.0043
1,102500001,102600000,102551237,6445,2767,81.625,59.625,0.1558,0.0345,0.0219
1,102600001,102700000,102649203,6729,2710,45.75,42.25,0.0398,0.0064,0.004
1,102700001,102800000,102748979,6064,2415,59,33.5,0.2757,0.046,0.0312
1,102800001,102900000,102850972,6493,2605,43.25,32.75,0.1382,0.0169,0.0106
1,102900001,103000000,102943425,5270,2123,57.25,38.75,0.1927,0.0305,0.0195
1,103000001,103100000,103052153,5077,2131,26.5,51,-0.3161,-0.0429,-0.0275
1,103100001,103200000,103149381,6048,2469,33.25,36.25,-0.0432,-0.0058,-0.0036
1,103200001,103300000,103249272,6224,2492,51.125,43.875,0.0763,0.0132,0.0085
1,103300001,103400000,103350925,6976,2646,72.75,65,0.0563,0.0117,0.0074
1,103400001,103500000,103448667,7003,2785,61.125,50.625,0.094,0.0175,0.011
1,103500001,103600000,103550095,6658,2475,69.5,45,0.214,0.0387,0.0252
1,103600001,103700000,103651245,6363,2513,60.5,58.5,0.0168,0.0035,0.0023
1,103700001,103800000,103750736,7031,2768,78.875,80.125,-0.0079,-0.0019,-0.0011
1,103800001,103900000,103850042,6535,2733,69,59,0.0781,0.0149,0.0093
1,103900001,104000000,103952250,6178,2596,80.75,40.5,0.332,0.0656,0.0426
1,104000001,104100000,104049266,6428,2532,61.375,38.375,0.2306,0.0416,0.0265
1,104100001,104200000,104148426,6041,2354,60.75,53.75,0.0611,0.0133,0.008
1,104200001,104300000,104249642,5788,2275,56.25,38.5,0.1873,0.0345,0.0214
1,104300001,104400000,104349420,5947,2502,38.875,55.125,-0.1729,-0.0305,-0.0191
1,104400001,104500000,104452575,6108,2505,39.75,47.25,-0.0862,-0.0141,-0.0088
1,104500001,104600000,104547953,6015,2399,48,34.25,0.1672,0.0266,0.0165
1,104600001,104700000,104649072,5695,2220,52.875,50.625,0.0217,0.0039,0.0023
1,104700001,104800000,104749102,6172,2472,61,47.75,0.1218,0.0236,0.0143
1,104800001,104900000,104850635,5176,2107,84,23,0.5701,0.1229,0.0729
1,104900001,105000000,104954498,5743,2506,47,32.5,0.1824,0.0271,0.0166
1,105000001,105100000,105048968,5923,2645,78.875,43.625,0.2878,0.0537,0.0347
1,105100001,105200000,105148637,5447,2381,54.125,23.625,0.3923,0.05,0.0335
1,105200001,105300000,105249477,5223,2298,26,26.5,-0.0095,-0.001,-0.0006
1,105300001,105400000,105351917,5605,2478,53.625,25.375,0.3576,0.0491,0.0317
1,105400001,105500000,105448752,5863,2376,72.25,25.25,0.4821,0.0736,0.0472
1,105500001,105600000,105555489,6564,2844,56,24.25,0.3956,0.0508,0.0308
1,105600001,105700000,105651111,6028,2526,50.5,30,0.2547,0.0402,0.0253
1,105700001,105800000,105748150,6247,2688,26.25,36.25,-0.16,-0.0177,-0.011
1,105800001,105900000,105848532,6308,2473,36,42.5,-0.0828,-0.0122,-0.0074
1,105900001,106000000,105949114,5870,2561,57.25,40.75,0.1684,0.029,0.0185
1,106000001,106100000,106048746,5123,2152,37.5,43.25,-0.0712,-0.0115,-0.0075
1,106100001,106200000,106151681,6289,2659,88,43.75,0.3359,0.0678,0.0419
1,106200001,106300000,106250085,6325,2708,71.125,36.375,0.3233,0.0566,0.0355
1,106300001,106400000,106348556,6235,2646,74.75,32.5,0.3939,0.0674,0.0439
1,106400001,106500000,106450642,6314,2697,70,91.75,-0.1345,-0.0322,-0.0193
1,106500001,106600000,106551036,6446,2493,68,48.25,0.1699,0.036,0.0216
1,106600001,106700000,106649962,6494,2590,56.75,18.75,0.5033,0.0599,0.0386
1,106700001,106800000,106747442,6305,2447,44.125,53.125,-0.0925,-0.0174,-0.0103
1,106800001,106900000,106851704,6096,2453,52.125,51.125,0.0097,0.0019,0.0012
1,106900001,107000000,106948667,6920,2690,87.25,56,0.2182,0.0499,0.0302
1,107000001,107100000,107051428,6600,2644,69.5,50.25,0.1608,0.0356,0.021
1,107100001,107200000,107149488,7112,2840,55.5,66.25,-0.0883,-0.0163,-0.0102
1,107200001,107300000,107251013,7230,2995,61,45.5,0.1455,0.0232,0.0154
1,107300001,107400000,107350575,6788,2852,95.5,48.5,0.3264,0.0739,0.0452
1,107400001,107500000,107450057,6061,2487,73.5,50.75,0.1831,0.0426,0.0261
1,107500001,107600000,107549109,6357,2649,39.25,54,-0.1582,-0.0278,-0.0176
1,107600001,107700000,107650925,6600,2685,78,47.5,0.243,0.0509,0.0299
1,107700001,107800000,107750697,6583,2729,85.625,56.625,0.2039,0.0425,0.0283
1,107800001,107900000,107847579,6659,2790,55,44.5,0.1055,0.0181,0.0114
1,107900001,108000000,107949743,6481,2686,40,39,0.0127,0.0017,0.0011
1,108000001,108100000,108049666,6446,2736,59.375,54.375,0.044,0.0084,0.005
1,108100001,108200000,108148674,6711,2875,52.25,52.25,0,0,0
1,108200001,108300000,108249451,6701,2747,57,67.25,-0.0825,-0.0163,-0.0102
1,108300001,108400000,108350974,6394,2659,47,26.25,0.2833,0.035,0.0225
1,108400001,108500000,108448696,6127,2610,43.25,22.5,0.3156,0.0409,0.0259
1,108500001,108600000,108547235,5690,2425,60,45,0.1429,0.0252,0.0158
1,108600001,108700000,108651379,6034,2450,34.75,28.25,0.1032,0.0127,0.0084
1,108700001,108800000,108747809,5851,2479,58.875,35.375,0.2493,0.045,0.0285
1,108800001,108900000,108849636,6434,2620,72.375,37.125,0.3219,0.0633,0.0407
1,108900001,109000000,108949970,6418,2561,38,36.75,0.0167,0.0021,0.0013
1,109000001,109100000,109047979,6550,2668,28.25,23.5,0.0918,0.0086,0.0055
1,109100001,109200000,109151564,5869,2521,43.75,25,0.2727,0.0362,0.0223
1,109200001,109300000,109248674,5902,2236,80.75,8.5,0.8095,0.1294,0.0816
1,109300001,109400000,109350132,6095,2593,16.5,21.25,-0.1258,-0.0087,-0.0057
1,109400001,109500000,109451107,4874,1992,13.25,34,-0.4392,-0.0474,-0.0295
1,109500001,109600000,109550420,5984,2464,23.625,12.875,0.2945,0.0197,0.0122
1,109600001,109700000,109651482,5930,2454,17.625,45.125,-0.4382,-0.0488,-0.0313
1,109700001,109800000,109750916,5252,2109,19.75,10.5,0.3058,0.0207,0.0133
1,109800001,109900000,109851372,5999,2491,12,17.25,-0.1795,-0.0102,-0.0065
1,109900001,110000000,109949528,6011,2478,47.25,33.5,0.1703,0.0241,0.0148
1,110000001,110100000,110050476,5783,2310,93.875,27.875,0.5421,0.1223,0.0742
1,110100001,110200000,110149273,6090,2519,46.25,22.5,0.3455,0.0426,0.0274
1,110200001,110300000,110249813,6202,2450,23.5,59.75,-0.4354,-0.0687,-0.0387
1,110300001,110400000,110347300,6549,2591,28,47.75,-0.2607,-0.0365,-0.0221
1,110400001,110500000,110450685,6165,2592,56.25,43.25,0.1307,0.023,0.0142
1,110500001,110600000,110549023,6522,2744,85.125,40.125,0.3593,0.0709,0.0454
1,110600001,110700000,110645707,5650,2198,42.25,49,-0.074,-0.0124,-0.0077
1,110700001,110800000,110748871,6114,2692,48.75,37,0.137,0.021,0.0138
1,110800001,110900000,110849732,5974,2562,35.75,39.75,-0.053,-0.0074,-0.0047
1,110900001,111000000,110948524,6450,2594,89,36.75,0.4155,0.0832,0.0521
1,111000001,111100000,111050432,6759,2842,97.875,27.875,0.5567,0.1123,0.0693
1,111100001,111200000,111151017,6148,2473,37.125,47.375,-0.1213,-0.0203,-0.0125
1,111200001,111300000,111248722,6588,2646,69.5,48.25,0.1805,0.0391,0.0232
1,111300001,111400000,111351653,6426,2495,78.625,46.625,0.2555,0.0574,0.0363
1,111400001,111500000,111447463,6729,2808,76.75,48.5,0.2255,0.0474,0.0296
1,111500001,111600000,111549905,5855,2393,44.5,51,-0.0681,-0.0123,-0.0079
1,111600001,111700000,111647954,6746,2688,78.75,57,0.1602,0.036,0.022
1,111700001,111800000,111750136,6376,2449,77.75,63.5,0.1009,0.0255,0.0164
1,111800001,111900000,111850135,6933,2873,99.75,53.75,0.2997,0.0639,0.0402
1,111900001,112000000,111947624,5681,2326,82.625,50.125,0.2448,0.057,0.0359
1,112000001,112100000,112053263,5841,2274,45,40.75,0.0496,0.0084,0.0053
1,112100001,112200000,112150130,7188,2974,79.125,46.875,0.256,0.0498,0.031
1,112200001,112300000,112252522,7170,2853,69.625,46.875,0.1953,0.0356,0.0228
1,112300001,112400000,112348164,7194,2823,71.25,63.25,0.0595,0.012,0.0075
1,112400001,112500000,112449456,6529,2543,65.5,59.75,0.0459,0.0098,0.0062
1,112500001,112600000,112546848,5836,2413,54.75,32,0.2622,0.0394,0.0259
1,112600001,112700000,112651258,6780,2809,65,49.5,0.1354,0.0267,0.0163
1,112700001,112800000,112748354,6414,2744,65.375,38.125,0.2633,0.0439,0.0279
1,112800001,112900000,112850404,6701,2747,66.875,51.125,0.1335,0.0209,0.0141
1,112900001,113000000,112952003,6575,2915,56.5,47.75,0.0839,0.0126,0.0076
1,113000001,113100000,113051373,6173,2464,153.5,25,0.7199,0.2208,0.1367
1,113100001,113200000,113147961,6384,2519,85.5,32.5,0.4492,0.0851,0.0514
1,113200001,113300000,113251067,6663,2815,61.125,39.125,0.2195,0.0372,0.0225
1,113300001,113400000,113348747,5243,2292,17.75,26.75,-0.2022,-0.0161,-0.0106
1,113400001,113500000,113450690,5493,2411,17.125,18.125,-0.0284,-0.0019,-0.0012
1,113500001,113600000,113550852,6120,2597,35.375,22.125,0.2304,0.0233,0.0146
1,113600001,113700000,113648448,6202,2600,31.75,41.25,-0.1301,-0.0161,-0.0104
1,113700001,113800000,113752682,6515,2622,28.875,59.625,-0.3475,-0.0537,-0.0339
1,113800001,113900000,113850185,7273,2942,72,46.25,0.2178,0.041,0.0251
1,113900001,114000000,113948931,6173,2371,51.25,48.25,0.0302,0.0057,0.0036
1,114000001,114100000,114047656,6758,2645,92.25,62.5,0.1922,0.052,0.0311
1,114100001,114200000,114147578,6169,2551,55,64.25,-0.0776,-0.0158,-0.0099
1,114200001,114300000,114249743,6540,2847,117.5,52,0.3864,0.0846,0.0532
1,114300001,114400000,114349701,6279,2507,72.375,68.125,0.0302,0.0061,0.004
1,114400001,114500000,114449830,6793,2732,100.125,72.625,0.1592,0.0354,0.0235
1,114500001,114600000,114551224,6861,2658,73.625,68.125,0.0388,0.0093,0.0057
1,114600001,114700000,114652233,5919,2367,89.5,32.75,0.4642,0.1009,0.0591
1,114700001,114800000,114751272,6369,2551,98.625,59.625,0.2464,0.0669,0.0403
1,114800001,114900000,114849898,6493,2496,85.625,56.125,0.2081,0.0561,0.0346
1,114900001,115000000,114950781,6685,2793,78.75,56.5,0.1645,0.0381,0.024
1,115000001,115100000,115051148,6598,2726,80.5,80,0.0031,0.0008,0.0005
1,115100001,115200000,115151048,6932,2723,101.125,63.875,0.2258,0.0575,0.0353
1,115200001,115300000,115248104,7358,2894,78,57.5,0.1513,0.0327,0.0202
1,115300001,115400000,115349756,7299,2872,85.75,61.5,0.1647,0.0367,0.0229
1,115400001,115500000,115452973,7749,3241,71.875,100.875,-0.1679,-0.0421,-0.024
1,115500001,115600000,115547477,7293,2747,73.25,59.25,0.1057,0.0224,0.0139
1,115600001,115700000,115653498,6596,2628,85,80.75,0.0256,0.0063,0.0039
1,115700001,115800000,115749423,7834,3078,102.5,78.75,0.131,0.033,0.0202
1,115800001,115900000,115848994,8267,3313,108.75,53.25,0.3426,0.0775,0.0477
1,115900001,116000000,115949091,7793,3123,105.25,63.5,0.2474,0.0577,0.0363
1,116000001,116100000,116048477,6545,2589,142.75,44.75,0.5227,0.1977,0.1116
1,116100001,116200000,116153089,6456,2492,157.125,55.625,0.4771,0.1992,0.1159
1,116200001,116300000,116252364,6585,2755,88.125,58.125,0.2051,0.0499,0.0293
1,116300001,116400000,116348644,6616,2732,75.75,53,0.1767,0.0343,0.0216
1,116400001,116500000,116451742,6736,2751,66.5,50.25,0.1392,0.0285,0.0178
1,116500001,116600000,116549868,7636,3025,62.875,61.375,0.0121,0.0023,0.0014
1,116600001,116700000,116651795,7369,2881,108.5,59.75,0.2897,0.0763,0.0446
1,116700001,116800000,116750156,7808,3083,106.125,81.375,0.132,0.0361,0.0213
1,116800001,116900000,116848532,6900,2910,98,48,0.3425,0.0773,0.0481
1,116900001,117000000,116948864,6731,2715,107.25,42.75,0.43,0.1011,0.0632
1,117000001,117100000,117048768,6945,2751,74.875,44.625,0.2531,0.0476,0.0308
1,117100001,117200000,117150556,7060,2834,82,55,0.1971,0.0444,0.0278
1,117200001,117300000,117250363,7286,2837,100.5,54,0.301,0.0697,0.043
1,117300001,117400000,117348327,6890,2875,82.125,63.625,0.1269,0.0326,0.0196
1,117400001,117500000,117452609,6767,2921,85.875,47.125,0.2914,0.0583,0.0348
1,117500001,117600000,117550879,6853,2729,83.75,47.25,0.2786,0.0588,0.0377
1,117600001,117700000,117648480,6568,2710,27.875,29.625,-0.0304,-0.0032,-0.0022
1,117700001,117800000,117741740,5164,2225,47.5,38.75,0.1014,0.0199,0.012
1,117800001,117900000,117858394,5053,2125,30.25,24.25,0.1101,0.0136,0.0077
1,117900001,118000000,117951322,6275,2782,43.5,42.5,0.0116,0.0017,0.0011
1,118000001,118100000,118050155,6044,2634,35.75,20.5,0.2711,0.0336,0.0196
1,118100001,118200000,118149880,5276,2328,22.5,18.75,0.0909,0.0089,0.0054
1,118200001,118300000,118251428,5421,2442,42.25,22.25,0.3101,0.0428,0.0258
1,118300001,118400000,118349760,5382,2283,14.375,17.875,-0.1085,-0.0078,-0.0051
1,118400001,118500000,118449207,5889,2585,22.25,18.75,0.0854,0.0059,0.0038
1,118500001,118600000,118551574,5874,2480,56.75,26,0.3716,0.0591,0.0354
1,118600001,118700000,118648781,5935,2391,57.5,15.25,0.5808,0.0777,0.0486
1,118700001,118800000,118747413,5748,2490,72.25,20.5,0.558,0.0943,0.0564
1,118800001,118900000,118849208,5113,1999,15.375,57.625,-0.5788,-0.0885,-0.0493
1,118900001,119000000,118952520,5223,2111,24.75,8.5,0.4887,0.0338,0.021
1,119000001,119100000,119048376,5280,2215,21.25,17.25,0.1039,0.0085,0.0046
1,119100001,119200000,119147968,5383,2260,19.75,13.5,0.188,0.0108,0.0065
1,119200001,119300000,119249245,4740,1902,13.375,12.625,0.0288,0.0015,0.0009
1,119300001,119400000,119346332,3804,1494,15.75,10.75,0.1887,0.0124,0.0079
1,119400001,119500000,119449654,5146,2103,10.375,11.625,-0.0568,-0.0024,-0.0014
1,119500001,119600000,119545823,4379,1802,9.25,7.25,0.1212,0.0046,0.0028
1,119600001,119700000,119645145,3906,1737,17.125,14.125,0.096,0.0074,0.0046
1,119700001,119800000,119751401,4748,2093,32.25,10,0.5266,0.0492,0.0314
1,119800001,119900000,119848050,4617,1951,23.75,14,0.2583,0.0203,0.013
1,119900001,120000000,119953111,4786,2008,26,19.75,0.1366,0.0145,0.0085
1,120000001,120100000,120041433,4720,1940,11.5,23.75,-0.3475,-0.0241,-0.0158
1,120100001,120200000,120152544,5393,2398,18.5,10.75,0.265,0.0159,0.0098
1,120200001,120300000,120246988,5773,2334,17.5,15.75,0.0526,0.0035,0.0023
1,120300001,120400000,120350901,5978,2426,64.25,15,0.6215,0.0954,0.059
1,120400001,120500000,120448081,6121,2481,14,16.75,-0.0894,-0.0051,-0.0032
1,120500001,120600000,120550682,6296,2532,55.5,37.25,0.1968,0.0299,0.0181
1,120600001,120700000,120647148,6383,2687,82.25,22,0.5779,0.1072,0.0635
1,120700001,120800000,120746395,6515,2614,61.75,65.5,-0.0295,-0.0065,-0.0038
1,120800001,120900000,120852521,6898,2765,56.875,43.125,0.1375,0.0263,0.0158
1,120900001,121000000,120949933,6873,2785,81.375,32.125,0.4339,0.0858,0.0503
1,121000001,121100000,121050818,6614,2662,65,39.75,0.2411,0.0429,0.0276
1,121100001,121200000,121149094,6746,2533,47.5,36.75,0.1276,0.0191,0.012
1,121200001,121300000,121247448,5877,1986,47.75,27,0.2776,0.053,0.0318
1,121300001,121400000,121350960,7211,2774,64.625,49.375,0.1338,0.0265,0.0162
1,121400001,121500000,121450563,6113,2390,66.625,30.625,0.3702,0.0689,0.043
1,121500001,121600000,121551608,6500,2552,60.5,35.25,0.2637,0.0452,0.0277
1,121600001,121700000,121649207,6550,2543,44.5,35,0.1195,0.0173,0.0105
1,121700001,121800000,121750724,5912,2270,34.75,24,0.183,0.0219,0.0142
1,121800001,121900000,121849752,5982,2242,27.5,24.25,0.0628,0.0068,0.0042
1,121900001,122000000,121948743,5630,2156,51.75,37.25,0.1629,0.0309,0.0191
1,122000001,122100000,122051022,5788,2288,41.5,38.75,0.0343,0.0054,0.0033
1,122100001,122200000,122148375,5478,2125,51.375,42.625,0.0931,0.0178,0.0111
1,122200001,122300000,122248947,5584,2176,47.5,42,0.0615,0.01,0.0063
1,122300001,122400000,122349603,5694,2419,92.25,25.75,0.5636,0.1191,0.0724
1,122400001,122500000,122451463,6951,2911,100.25,56.5,0.2791,0.0649,0.0405
1,122500001,122600000,122546780,6738,2764,49,35.5,0.1598,0.0199,0.013
1,122600001,122700000,122651008,6798,2701,102,33.25,0.5083,0.1074,0.0681
1,122700001,122800000,122749019,6785,2804,43.875,63.375,-0.1818,-0.0312,-0.0193
1,122800001,122900000,122850314,5844,2319,24.75,23.75,0.0206,0.002,0.0012
1,122900001,123000000,122949794,6055,2387,36.375,32.375,0.0582,0.0079,0.005
1,123000001,123100000,123048920,6387,2646,61.875,53.375,0.0738,0.0137,0.009
1,123100001,123200000,123151697,6565,2620,61,54.25,0.0586,0.0119,0.0072
1,123200001,123300000,123247841,6807,2648,76.125,24.375,0.5149,0.0947,0.0596
1,123300001,123400000,123349396,7268,2740,48,56.25,-0.0791,-0.0138,-0.0086
1,123400001,123500000,123450580,6716,2803,98.5,55.25,0.2813,0.072,0.0432
1,123500001,123600000,123549381,6052,2561,71.5,72.75,-0.0087,-0.002,-0.0012
1,123600001,123700000,123649538,6824,2673,95.125,50.375,0.3076,0.0748,0.0451
1,123700001,123800000,123751266,7123,2847,97.25,48.75,0.3322,0.074,0.0467
1,123800001,123900000,123850640,7343,2801,100.25,56.5,0.2791,0.0681,0.0384
1,123900001,124000000,123948679,6621,2527,70,30.25,0.3965,0.0662,0.0447
1,124000001,124100000,124050837,6017,2507,57.75,18.25,0.5197,0.0767,0.0487
1,124100001,124200000,124149198,7009,2924,100.75,57.75,0.2713,0.0732,0.0443
1,124200001,124300000,124250747,6107,2498,94.875,34.625,0.4653,0.0998,0.0636
1,124300001,124400000,124348824,5846,2533,77,64,0.0922,0.0231,0.0141
1,124400001,124500000,124451364,6244,2540,49.75,41.25,0.0934,0.0157,0.0092
1,124500001,124600000,124551632,6515,2700,58,45.75,0.1181,0.0214,0.0137
1,124600001,124700000,124647178,6117,2380,30.125,36.875,-0.1007,-0.0121,-0.0079
1,124700001,124800000,124745720,6734,2839,101.375,44.875,0.3863,0.0802,0.0477
1,124800001,124900000,124848482,6866,2836,132,60.25,0.3732,0.1129,0.0645
1,124900001,125000000,124950516,6898,2565,57.75,48,0.0922,0.0155,0.0094
1,125000001,125100000,125050839,6385,2580,65.625,58.625,0.0563,0.0117,0.0072
1,125100001,125200000,125150021,6654,2651,69.5,65.25,0.0315,0.0069,0.0042
1,125200001,125300000,125249651,6553,2510,85,52.75,0.2341,0.0547,0.0355
1,125300001,125400000,125348924,6837,2631,71.625,67.125,0.0324,0.0075,0.0047
1,125400001,125500000,125448695,7978,3125,127.375,79.625,0.2307,0.0703,0.0413
1,125500001,125600000,125551379,6717,2530,68,45.5,0.1982,0.0428,0.0257
1,125600001,125700000,125648129,7108,2890,105,69.5,0.2034,0.0533,0.0332
1,125700001,125800000,125750238,6095,2328,73.25,18,0.6055,0.0976,0.0608
1,125800001,125900000,125851944,7071,2784,53.75,43.25,0.1082,0.0189,0.0119
1,125900001,126000000,125947132,6976,2747,40.75,30.5,0.1439,0.0164,0.0104
1,126000001,126100000,126048368,5574,2294,20.75,12.25,0.2576,0.0145,0.009
1,126100001,126200000,126148515,5735,2455,88,36,0.4194,0.0924,0.0512
1,126200001,126300000,126252397,5983,2489,47.125,10.375,0.6391,0.0703,0.0404
1,126300001,126400000,126352507,5290,2210,138.5,9,0.878,0.2399,0.136
1,126400001,126500000,126452731,6698,2620,83.5,75.75,0.0487,0.0128,0.0077
1,126500001,126600000,126548771,7302,2954,122.625,76.375,0.2324,0.0665,0.0403
1,126600001,126700000,126650204,6828,2577,97,60,0.2357,0.0576,0.0362
1,126700001,126800000,126747792,5087,1949,54.625,53.875,0.0069,0.0016,0.001
1,126800001,126900000,126850303,5683,2212,48.25,30.25,0.2293,0.0366,0.0235
1,126900001,127000000,126950214,5759,2222,43.125,30.875,0.1655,0.0261,0.0173
1,127000001,127100000,127051248,5822,2259,44,36.75,0.0898,0.0145,0.0094
1,127100001,127200000,127150353,5776,2317,42.125,23.375,0.2863,0.0383,0.025
1,127200001,127300000,127252197,5705,2222,50.625,31.375,0.2348,0.0346,0.0225
1,127300001,127400000,127350150,5816,2210,55.5,38.5,0.1809,0.0309,0.0182
1,127400001,127500000,127449539,5338,2110,52,30.25,0.2644,0.0436,0.028
1,127500001,127600000,127549369,5695,2206,39,51,-0.1333,-0.0216,-0.0135
1,127600001,127700000,127650100,5618,2152,33.5,35.75,-0.0325,-0.0044,-0.0029
1,127700001,127800000,127753077,6377,2485,29.125,34.625,-0.0863,-0.0104,-0.0067
1,127800001,127900000,127847598,6700,2697,49.875,67.625,-0.1511,-0.0281,-0.0169
1,127900001,128000000,127951402,5747,2397,52.125,37.125,0.1681,0.0249,0.0152
1,128000001,128100000,128051379,6387,2506,55.25,35.5,0.2176,0.0297,0.0186
1,128100001,128200000,128152242,5508,2201,46.75,14.75,0.5203,0.0554,0.0372
1,128200001,128300000,128241829,5004,1812,61.5,31.5,0.3226,0.0639,0.042
1,128300001,128400000,128351123,4993,1725,63,29,0.3696,0.0829,0.0509
1,128400001,128500000,128450273,6199,2397,64,44.5,0.1797,0.0348,0.0212
1,128500001,128600000,128550390,6289,2524,61.75,34,0.2898,0.0472,0.0297
1,128600001,128700000,128650952,6665,2645,42.5,41.75,0.0089,0.0012,0.0008
1,128700001,128800000,128750669,6297,2532,38,35.25,0.0375,0.0049,0.0033
1,128800001,128900000,128850912,6158,2456,63,42.75,0.1915,0.0383,0.0238
1,128900001,129000000,128951382,6179,2474,95.25,49.5,0.3161,0.0736,0.0457
1,129000001,129100000,129046477,6060,2410,33.625,47.125,-0.1672,-0.0251,-0.0158
1,129100001,129200000,129151859,5906,2499,56.5,32.75,0.2661,0.0452,0.0272
1,129200001,129300000,129249399,6252,2625,72.25,55,0.1356,0.0321,0.0185
1,129300001,129400000,129352316,6319,2555,46.75,28.5,0.2425,0.0331,0.0204
1,129400001,129500000,129452366,7856,2666,35.75,30.75,0.0752,0.0097,0.0062
1,129500001,129600000,129550780,6587,2263,54,42,0.125,0.0237,0.0149
1,129600001,129700000,129649352,6092,2389,40.125,26.125,0.2113,0.0243,0.0153
